Unnamed: 0,military_base_name,coordinates,longtitudes,latitudes,description,type,type_norm,tags
1700,515th Separate Intelligence Ship Squadron,"131.9156231319227,43.10493271642783,0",131.9156231319227,43.10493271642783,"military unit 49226, (Project 1826 large intelligence ship - communications vessel: SSV-80 Pribaltika, Project 864 Meridian medium intelligence ship - communications vessel: SSV-535 Karelia, SSV-208 Kuril Islands, Project 1824B Uhlomer small intelligence ship - communications vessel: Uhlomer)",Garrison / Unit Base,garrison,"[""electronic""]"
1701,10th Submarine Division,"158.4868455626847,52.91777425395976,0",158.4868455626847,52.91777425395976,"military unit 60092, (Project 949A Antey nuclear-powered cruise missile submarine: K-132 Irkutsk, K-150 Tomsk, K-186 Omsk, K-442 Chelyabinsk, K-456 Tver), (Project 885M Yasen-M nuclear-powered cruise missile submarine: K-573 Novosibirsk), (Project 971U Shchuka-B nuclear-powered attack submarine: K-295 Samara, K-331 Magadan, K-419 Kuzbass)",Garrison / Unit Base,garrison,"[""anti_submarine"", ""missile"", ""naval""]"
1702,25th Submarine Division,"158.4927316725703,52.91510635161575,0",158.4927316725703,52.91510635161575,"(Project 667BDR Kalmar large nuclear-powered ballistic missile submarine: K-44 Ryazan), (Project 955(A) Borei/Borei-A: K-550 Alexander Nevsky, K-551 Vladimir Monomakh, K-552 Knyaz Oleg, K-553 Generalissimus Suvorov)",Garrison / Unit Base,garrison,"[""anti_submarine"", ""missile"", ""naval""]"
1703,114th Water Area Protection Ship Brigade,"158.6646073025935,52.96420734441433,0",158.6646073025935,52.96420734441433,"(Project 20385 corvette: Gremyashchiy 337), (Project 12700 Aleksandrit minesweeper: Yakov Balyaev 616, Pyotr Ilyichev 543, Anatoly Shlemov 651)",Garrison / Unit Base,garrison,[]
1704,117th Water Area Protection Ship Squadron,"158.6638849740701,52.96460914398272,0",158.6638849740701,52.96460914398272,"(Project 1124(M) corvette: MPK-82 375, MPK-107 332, MPK-125 «Sovetskaya Gavan 350, MPK-191 Kholmsk 369), (Project 266ME minesweeper: MT-264 738, MT-265 718), (Project 12650 base minesweeper: BT-215 593, BT-325 586)",Unknown,unknown,[]
1705,66th Small Missile Ship Squadron,"158.6653632237071,52.96322802957673,0",158.6653632237071,52.96322802957673,"(Project 12431 corvette: Moroz 409, Iney 418, Razliv 450, Smerch 423)",Unknown,unknown,"[""missile""]"
1706,30th Rescue Detachment,"158.6746023569852,52.97539136444162,0",158.6746023569852,52.97539136444162,,Unknown,unknown,[]
1707,32nd Supply Vessel Detachment,"158.6818628608749,52.97618801531816,0",158.6818628608749,52.97618801531816,,Unknown,unknown,[]
1708,84th Supply Vessel Brigade,"158.6472379879513,53.01577511516118,0",158.6472379879513,53.01577511516118,,Garrison / Unit Base,garrison,[]
1709,/Be 7062th Air Base,"133.1938258111722,43.08464374798006,0",133.1938258111722,43.08464374798006,"military unit 62250, (Il-38N, Ka-27PL/ PS, Mi-8)",Airbase / Airfield,airbase,"[""aviation""]"
1710,/Be 7062th Air Base,"132.1639579816584,43.39057544815306,0",132.1639579816584,43.39057544815306,"unit 62250-2, (8x An-26, 4x An-12PP/PS)",Airbase / Airfield,airbase,"[""aviation""]"
1711,/Be 7062th Air Base,"140.1890600843318,49.24181034508483,0",140.1890600843318,49.24181034508483,military unit 62250-4 (17x Tu-142M/MZ/MR),Airbase / Airfield,airbase,"[""aviation""]"
1712,1532th Anti-Aircraft Missile Regiment HQ,"158.6701516608987,52.98382324623689,0",158.6701516608987,52.98382324623689,unit 60027,Missile Unit / Site,missile_base,"[""air_defense"", ""hq"", ""missile""]"
1713,/R 1532th Anti-Aircraft Missile Regiment,"158.4980716420255,52.92553756786079,0",158.4980716420255,52.92553756786079,unit 60027,Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
1714,/R 1532th Anti-Aircraft Missile Regiment,"158.771964140105,53.06166189993222,0",158.771964140105,53.06166189993222,unit 60027,Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
1715,/R 1532th Anti-Aircraft Missile Regiment,"158.3944553585706,53.12133559105426,0",158.3944553585706,53.12133559105426,unit 60027,Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
1716,60th Radio-Technical Regiment HQ,"158.1253270839833,53.26975608467397,0",158.1253270839833,53.26975608467397,unit 52020,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
1717,/R 60th Radio-Technical Regiment,"158.5940893199089,52.84789334593722,0",158.5940893199089,52.84789334593722,unit 52020-3,Garrison / Unit Base,garrison,"[""electronic""]"
1718,/R 60th Radio-Technical Regiment,"166.0043772773589,55.19264215938769,0",166.0043772773589,55.19264215938769,unit 52020-4,Garrison / Unit Base,garrison,"[""electronic""]"
1719,317th Separate Mixed Aviation Regiment,"158.4388220634293,53.16919034238848,0",158.4388220634293,53.16919034238848,Il-38,Airbase / Airfield,airbase,"[""aviation""]"
1720,865th Separate Fighter Aviation Regiment,"158.4401184551132,53.17689009585932,0",158.4401184551132,53.17689009585932,MiG-31,Airbase / Airfield,airbase,"[""aviation""]"
1721,175th Separate Shipborne ASW Helicopter Squadron,"158.4653959406371,53.16164423102005,0",158.4653959406371,53.16164423102005,Ka-27,Garrison / Unit Base,garrison,"[""anti_submarine"", ""naval""]"
1722,155th Separate Naval Infantry Brigade,"131.9806231550759,43.14794742677685,0",131.9806231550759,43.14794742677685,"military unit 30926, (T-80BV, BTR-80/82A, 2S1 Gvozdika, BM-21 Grad, 9A34(35) Strela-10)",Garrison / Unit Base,garrison,"[""naval""]"
1723,/B 40th Separate Naval Infantry Brigade,"158.6346050976682,53.06271659208559,0",158.6346050976682,53.06271659208559,"military unit 10103, Commander: Colonel Dmitry Petukh, (T-80BV, BTR-80/82A, 2S1 Gvozdika, BM-21 Grad, 9A34(5) Strela-10)",Garrison / Unit Base,garrison,"[""naval""]"
1724,/B 40th Separate Naval Infantry Brigade,"158.634833877248,53.07009120923054,0",158.634833877248,53.07009120923054,"military unit 10103, Commander: Colonel Dmitry Petukh, (T-80BV, BTR-80/82A, 2S1 Gvozdika, BM-21 Grad, 9A34(5) Strela-10)",Garrison / Unit Base,garrison,"[""naval""]"
1725,72nd Coastal Missile Regiment,"132.4680951571531,43.295447158386,0",132.4680951571531,43.295447158386,"military unit 15118, (3K60 Bal-E)",Missile Unit / Site,missile_base,"[""missile""]"
1726,186th Separate Naval Engineer Battalion,"132.0158341434617,43.13151928078788,0",132.0158341434617,43.13151928078788,military unit 40159,Garrison / Unit Base,garrison,"[""naval""]"
1727,474th Separate EW Center,"132.4178750644824,43.40796913105012,0",132.4178750644824,43.40796913105012,military unit 10604,Garrison / Unit Base,garrison,"[""electronic""]"
1728,520th Separate Coastal Missile-Artillery Brigade HQ,"158.7573030662696,52.94428810378497,0",158.7573030662696,52.94428810378497,military unit 30973,Garrison / Unit Base,garrison,"[""hq"", ""missile""]"
1729,/B 520th Separate Coastal Missile-Artillery Brigade,"158.7818895230681,52.95899971899635,0",158.7818895230681,52.95899971899635,military unit 30973,Garrison / Unit Base,garrison,"[""missile""]"
1730,471st Separate EW Center HQ,"158.703135730103,53.02206343422165,0",158.703135730103,53.02206343422165,military unit 20918,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
1731,/C 471st Separate EW Center,"158.8276957722518,53.05253748795432,0",158.8276957722518,53.05253748795432,"military unit 20918, (Murmansk-BN)",Garrison / Unit Base,garrison,"[""electronic""]"
1732,42nd Naval Reconaissance Point,"131.8642600609758,42.96937003195109,0",131.8642600609758,42.96937003195109,military unit 59190,Garrison / Unit Base,garrison,"[""naval""]"
1733,140th Communications Center HQ,"131.9237216107696,43.11077200373464,0",131.9237216107696,43.11077200373464,military unit 40128,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
1734,/C 140th Communications Center,"132.1139405360682,43.20456517364673,0",132.1139405360682,43.20456517364673,military unit 40128-B,Garrison / Unit Base,garrison,"[""electronic""]"
1735,/C 140th Communications Center,"135.084975564706,48.34458328320855,0",135.084975564706,48.34458328320855,military unit 40128-4,Garrison / Unit Base,garrison,"[""electronic""]"
1736,/C 140th Communications Center,"137.0185812032001,50.53914511596806,0",137.0185812032001,50.53914511596806,military unit 40128-5,Garrison / Unit Base,garrison,"[""electronic""]"
1737,/C n/a Separate Radio-Technical Center,"132.6137109126539,42.85973015024634,0",132.6137109126539,42.85973015024634,"military unit 22938 , (Volna radar)",Radar / Air Defense Site,radar_air_defense,"[""electronic"", ""radar""]"
1738,/C n/a Separate Radio-Technical Center,"133.6556650993946,42.86172521432545,0",133.6556650993946,42.86172521432545,"military unit 22938, (MR-900 Podsolnukh-E radar)",Radar / Air Defense Site,radar_air_defense,"[""electronic"", ""radar""]"
1739,n/a Arsenal,"132.3364480592689,42.93786648354152,0",132.3364480592689,42.93786648354152,military unit 63916,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
1740,Wrangel Island Tactical Group,"-178.4541711569929,70.98517031220349,0",-178.4541711569929,70.98517031220349,,Unknown,unknown,[]
1741,Cape Schmidt Tactical Group,"-179.5509953050866,68.87099202740579,0",-179.5509953050866,68.87099202740579,,Unknown,unknown,[]
1742,Pacific Fleet HQ,"131.889996820776,43.11384220659335,0",131.889996820776,43.11384220659335,,Unknown,unknown,"[""hq"", ""naval""]"
1743,11th Separate Tank Regiment,"22.19297241048899,54.59611165166746,0",22.19297241048899,54.59611165166746,"military unit 41611, T-72B3",Garrison / Unit Base,garrison,[]
1744,79th Guards Motor Rifle Regiment,"21.88393716580765,55.08238377271784,0",21.88393716580765,55.08238377271784,military unit 63940,Garrison / Unit Base,garrison,[]
1745,275th Guards Motor Rifle Regiment,"22.21734752918296,54.59806823726571,0",22.21734752918296,54.59806823726571,,Garrison / Unit Base,garrison,[]
1746,280th Guards Motor Rifle Regiment,"22.2162231483651,54.59815334275081,0",22.2162231483651,54.59815334275081,,Garrison / Unit Base,garrison,[]
1747,20th Separate Reconnaissance Battalion,"21.88305822701343,55.08360709357813,0",21.88305822701343,55.08360709357813,military unit 12563,Garrison / Unit Base,garrison,[]
1748,26th Separate Automobile Battalion,"22.21762908050753,54.59512198036009,0",22.21762908050753,54.59512198036009,military unit 88771,Garrison / Unit Base,garrison,[]
1749,152nd Guards Missile Brigade,"21.82297915368427,54.64876738691647,0",21.82297915368427,54.64876738691647,"military unit 54229, 9K720 Iskander-M",Missile Unit / Site,missile_base,"[""missile""]"
1750,244th Guards Artillery Brigade,"20.50550113940094,54.75651438576413,0",20.50550113940094,54.75651438576413,"military unit 41603, (2A36 Giatsint-B, BM-21 Grad, PRP-4M, AZK-7)",Garrison / Unit Base,garrison,[]
1751,7th Separate Guards Motor Rifle Regiment,"20.54923628045033,54.68389519455868,0",20.54923628045033,54.68389519455868,"military unit 06414, (BMP-2, 2S3 Akatsiya, 2B16 Nona-K, 2K22M/2S6M Tunguska)",Garrison / Unit Base,garrison,[]
1752,22nd Anti-Aircraft Missile Regiment,"20.56465843146408,54.68325842283296,0",20.56465843146408,54.68325842283296,"military unit 54129, 9K330 Tor",Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
1753,196th Separate Fuel Automobile Battalion,"21.8344874815205,54.63896759668734,0",21.8344874815205,54.63896759668734,military unit 83232,Garrison / Unit Base,garrison,[]
1754,196th Separate Fuel Automobile Battalion,"
										21.83803862098639,54.6444197792987,0 21.83774743651531,54.64437626121955,0 21.83759698235964,54.64436599224436,0 21.83748162208451,54.64436401461047,0 21.83739847449543,54.64435951668256,0 21.837315373439,54.64435502124014,0 21.83725109518202,54.64436006248527,0 21.83711451733739,54.64433777208245,0 21.8370636917638,54.6443307698625,0 21.83689534723804,54.6443110444109,0 21.83678050489524,54.64430908727071,0 21.83669523510399,54.64429386535213,0 21.83664462575888,54.64428688894715,0 21.8365434917355,54.64427294776769,0 21.83642646802124,54.64426027705797,0 21.83635755520033,54.64424385756035,0 21.83628871911716,54.64422745631418,0 21.83621995964302,54.64421107328895,0 21.83615366604405,54.64420539364373,0 21.83605311419487,54.64419154012746,0 21.83598458114965,54.6441751997193,0 21.83586598401432,54.64415197313528,0 21.83579993579358,54.64414632237572,0 21.83574531410885,54.64411815076825,0 21.83564081654303,54.64408315595798,0 21.83547793580771,54.64399910106494,0 21.83542165204574,54.64396063460807,0 21.83536764464583,54.64393277173453,0 21.83522828027604,54.64387966333783,0 21.83514506125945,54.6438648904811,0 21.83505781046751,54.64382920518889,0 21.83496668486683,54.64377273500208,0 21.83489359828904,54.64372561260394,0 21.8347401798538,54.64367440957185,0 21.83465387233861,54.64363913657748,0 21.83453259752064,54.64358575749267,0 21.83446240081789,54.64354945023181,0 21.83437672478918,54.64351444776369,0 21.83430501646278,54.64346804735171,0 21.83421069188401,54.64338215700975,0 21.83404766754504,54.64326099339582,0 21.83397346477519,54.64319507556845,0 21.83390124860959,54.64313946512565,0 21.833897835736,54.64311935234327,0 21.83384470434456,54.64308282338995,0 21.83382253169728,54.64304395415983,0 21.83376792999956,54.64299759841573,0 21.83369645022708,54.6429426175449,0 21.83365590421251,54.64288540540231,0 21.83361710451741,54.64283826913316,0 21.83356309703565,54.64279245916158,0 21.83352452426539,54.64274557214154,0 21.83348290458994,54.64267918217516,0 21.83344456113169,54.64263259465394,0 21.83340167469997,54.64255687988558,0 21.83335896967213,54.6424814852675,0 21.83329978561819,54.64239793672745,0 21.83325598765078,54.64231359900239,0 21.83321239661468,54.64222965958214,0 21.83318257388578,54.64213541665315,0 21.83312002148877,54.64202508864218,0 21.8330906099329,54.64193191708119,0 21.8330599237328,54.64182986973698,0 21.83303366054672,54.64175633642443,0 21.83299688009717,54.64171213370083,0 21.83295880026524,54.64165877592213,0 21.83290603215458,54.6416067439861,0 21.83285206533655,54.64154566361182,0 21.83281304512512,54.6414836461166,0 21.83277416500295,54.64142185111416,0 21.83276882308971,54.64138532096781,0 21.83274879589461,54.64135001778125,0 21.8327248495856,54.6412875480727,0 21.8327195784556,54.64125129468622,0 21.8327130046542,54.64120608184854,0 21.8326746093472,54.64114526793874,0 21.83263635055437,54.641084670109,0 21.83259822754756,54.64102428720453,0 21.83257731071619,54.64098079897847,0 21.83252489392237,54.64092192065033,0 21.83250662979953,54.64089642592218,0 21.83250163873215,54.64086097835442,0 21.83246400284655,54.64080138468692,0 21.83245660503135,54.6407485303821,0 21.83243236405296,54.6406794353095,0 21.83242382117454,54.64061821730477,0 21.83240579297238,54.6405931736837,0 21.83238417259538,54.64054207374441,0 21.83238176255719,54.64052469951783,0 21.83237214642384,54.6404553757253,0 21.83236615579576,54.64041218857437,0 21.8323601800534,54.64036910870906,0 21.83234946108955,54.64029183430478,0 21.83234589872133,54.64026615270963,0 21.83233878987351,54.64021490403344,0 21.83234353521338,54.6401456960944,0 21.83238015428381,54.64009994073513,0 21.83239194303978,54.6400818923273,0 21.8324118993869,54.64002052577832,0 21.83244830820428,54.63997508172486,0 21.83244710636074,54.63996667058667,0 21.83245641222319,54.63993196132064,0 21.83247496949433,54.63986274687784,0 21.83250871722441,54.63980102885978,0 21.83255760188339,54.63974672385334,0 21.83257831431224,54.63969477526956,0 21.83262695417532,54.63964078421613,0 21.83263847329885,54.63962318779222,0 21.83265651841885,54.63955516187742,0 21.83266675487145,54.63952944689166,0 21.83271254231349,54.63945960098776,0 21.83273662320112,54.63943293313876,0 21.83274425680838,54.63939111476299,0 21.83276700919278,54.63935642660432,0 21.83277584869651,54.63932289288877,0 21.83280605437882,54.63924686450195,0 21.83281726436426,54.63914014937463,0 21.83284722131668,54.63906491567005,0 21.83285210822005,54.63900806109235,0 21.83287933561217,54.63891756657161,0 21.83288795618264,54.63888487469813,0 21.832892749531,54.63882861727347,0 21.83289879562519,54.63878039283554,0 21.83290736288431,54.6387479630839,0 21.83290355619255,54.63872448253766,0 21.83290576812441,54.63865317469754,0 21.83291556327406,54.63862876254708,0 21.83290923457597,54.63858992622342,0 21.83291395090074,54.63853464675765,0 21.83291991421496,54.63848725761738,0 21.83292838692168,54.6384553860084,0 21.83293684368109,54.63842357432734,0 21.8329292673869,54.63837755501818,0 21.83294612372093,54.63831428618604,0 21.83293604242275,54.63825336109409,0 21.83295534300409,54.63820571255913,0 21.83296245035234,54.63816680785726,0 21.83295363952573,54.6381139619839,0 21.83298367314504,54.63805063604096,0 21.83299197628673,54.63801958438106,0 21.83300980017122,54.63796512142102,0 21.83301679333705,54.63792677451431,0 21.83304908214997,54.63787899997913,0 21.83305728255337,54.63784826472779,0 21.83308000602781,54.63782395035783,0 21.83308816462431,54.6377933155118,0 21.83310571418507,54.6377395809432,0 21.8331257678509,54.63770071264488,0 21.83312320717161,54.63768601910417,0 21.83314064393105,54.63763262958654,0 21.83314870003705,54.63760234584883,0 21.83315674136346,54.63757211761452,0 21.83316476795087,54.63754194473103,0 21.83319648426894,54.63749524396758,0 21.83319519536634,54.63748798780305,0 21.83327399324588,54.63748180963253,0 21.83354978543566,54.63746018565331,0 21.83370738071076,54.63744782882597,0 21.83382557704693,54.63743856107726,0 21.83389413852976,54.63744790294231,0 21.83393501375816,54.63745206182739,0 21.83399199696482,54.63746970577512,0 21.83407388584789,54.6374780429672,0 21.83414419585637,54.63749469252802,0 21.83419990430146,54.63750511635552,0 21.83425412782202,54.6375082656322,0 21.83429674394545,54.63751973639296,0 21.83436577352244,54.63752914953417,0 21.83446283868381,54.63754380277743,0 21.83450402298714,54.63754800164043,0 21.83455842851984,54.63755116714348,0 21.8346161039693,54.63756896025264,0 21.83468379978165,54.63757109719509,0 21.83476640275443,54.63757952083715,0 21.83480773275867,54.63758373554455,0 21.83484908179251,54.63758795217796,0 21.83496171336132,54.63760899094534,0 21.83505611292005,54.63760906449468,0 21.83511082130399,54.63761225403791,0 21.8352052987461,54.63761232826035,0 21.83524681576682,54.63761655913026,0 21.83531665018154,54.63762606633983,0 21.83542452248854,54.63762510375523,0 21.83551918135059,54.63762518079053,0 21.83561388390923,54.63762525778967,0 21.83566882217081,54.63762845671692,0 21.83578067516336,54.63764222777724,0 21.83587747118695,54.63764968257821,0 21.83594971676251,54.63766661193913,0 21.83600680295101,54.63767721581835,0 21.83604866901596,54.63768147808776,0 21.83610782171586,54.63769949704879,0 21.83618037838907,54.6377164962355,0 21.83623567744565,54.63771972941626,0 21.83628897638854,54.63771554918019,0 21.8363771077961,54.63773895317559,0 21.83644998707845,54.63775601127787,0 21.83651880111639,54.63775821249945,0 21.83656094192648,54.63776250926119,0 21.83663192353439,54.63777215650636,0 21.83670297121139,54.63778181268599,0 21.8368185101757,54.63780325040851,0 21.83691433156487,54.63780336853993,0 21.83701240054175,54.63781095505224,0 21.83704359553979,54.63782380086221,0 21.83709489307621,54.63785807127028,0 21.83715749142645,54.63788386085822,0 21.83726959352386,54.63793663946858,0 21.83728097396569,54.63797434625004,0 21.83729923828265,54.63803486117012,0 21.83731298163708,54.6380803966964,0 21.83732906466913,54.63813368405842,0 21.83733366957129,54.63814894129164,0 21.8373316498142,54.63818821047125,0 21.83731605811459,54.63822863630527,0 21.83730965367224,54.63829993752979,0 21.83727387002465,54.63841347714868,0 21.83722632876234,54.63848878099785,0 21.83721047408018,54.63852992098701,0 21.83717635382032,54.638604650972,0 21.8371306305567,54.63873709968948,0 21.83706844483191,54.63886368636862,0 21.83698034633991,54.63900139074142,0 21.83685204014724,54.63915153498485,0 21.8367791332577,54.63924851048723,0 21.83669405869259,54.6393552946258,0 21.83661588702599,54.63943689448774,0 21.83657736874518,54.63950727814307,0 21.83652900803868,54.63959564613898,0 21.83649014813081,54.63966665338568,0 21.83647944659158,54.6397357201913,0 21.83644574039754,54.63977257834556,0 21.83641853134359,54.63983475060094,0 21.83640544689115,54.6398960231399,0 21.83639012688746,54.63994903069436,0 21.83637476124271,54.64000219617995,0 21.8363351493985,54.64007482447548,0 21.83630969772543,54.64014661945676,0 21.83629412715088,54.64020037268073,0 21.83628850547504,54.64023592239585,0 21.8362894248175,54.64029745986769,0 21.83629034741314,54.64035921337317,0 21.83630790107606,54.64042876101846,0 21.83630320618243,54.64052711690105,0 21.83630195210566,54.64058089229218,0 21.83631299884845,54.64062488109325,0 21.83632851128844,54.64068665239822,0 21.8363485368649,54.64076639493637,0 21.83636865415145,54.64084650232703,0 21.83639111502769,54.64093594153021,0 21.83640013149526,54.64097184498204,0 21.83640916640133,54.64100782178702,0 21.83642275345167,54.64106192500473,0 21.83644882242453,54.64110598403045,0 21.8365090169464,54.64116600680507,0 21.83657955689978,54.64120686258357,0 21.83668218379594,54.64125463696836,0 21.83678988750115,54.64132088950152,0 21.83690563343649,54.64135865559354,0 21.83702412635684,54.64140573482058,0 21.83719011812032,54.64145870553101,0 21.83730945403373,54.64150609901969,0 21.83734180395549,54.6415130378045,0 21.83740911267525,54.64153621630891,0 21.837471371833,54.64154082899658,0 21.83755638828859,54.64157219328573,0 21.83762138514327,54.64158614124909,0 21.83768644971816,54.64160010371022,0 21.8378044818387,54.64163859727229,0 21.83783443271306,54.64163624809723,0 21.83792969383597,54.6416479116812,0 21.83799779715829,54.64167131048382,0 21.8381137855566,54.64170060361137,0 21.83816713569019,54.64172526487024,0 21.8382328096226,54.64173936931144,0 21.83833144956811,54.64176055362173,0 21.83839729572166,54.64177469496149,0 21.83844815304633,54.64179003220912,0 21.8385413800827,54.64179239046031,0 21.83861032283611,54.64181602558391,0 21.8386735350333,54.64182075840088,0 21.83878792315542,54.64184088973783,0 21.83888739033737,54.64186223731022,0 21.83897190123061,54.64188480402329,0 21.83907167106533,54.6419062198967,0 21.83918980167418,54.64193601484595,0 21.83932644511059,54.641974238654,0 21.83941477188424,54.64200655708771,0 21.83946974731845,54.64203173439253,0 21.83952481045672,54.64205695162381,0 21.83958314623437,54.64209183066509,0 21.8396448122941,54.64213643010061,0 21.83972836675861,54.64219930770406,0 21.83977188559928,54.64223568539762,0 21.83981549722993,54.64227214057713,0 21.83987233734275,54.6423476897056,0 21.83989209320871,54.64240637059393,0 21.83992398126277,54.64245420899504,0 21.83993723901229,54.64249353798264,0 21.83997384500908,54.64260212879362,0 21.84000060390344,54.64268150791951,0 21.83999646794952,54.64276366240907,0 21.84000991532168,54.64280365522324,0 21.84000241548442,54.64287629102157,0 21.8400206118989,54.64297826332324,0 21.84001855153694,54.64301994216511,0 21.84000424607357,54.64307308794658,0 21.8400089487427,54.64313533455036,0 21.8399878002744,54.6431683781059,0 21.83997000669829,54.6432117000121,0 21.83993646948197,54.64325634887903,0 21.83990623952027,54.64331137185371,0 21.83987254951225,54.64335623978587,0 21.83981399150407,54.64342434485916,0 21.83975188600986,54.64348230292045,0 21.83969873670155,54.64351839395363,0 21.83966131684969,54.64355330387514,0 21.839608004695,54.64358951324662,0 21.83952952288009,54.64364916643164,0 21.83946340731295,54.64369725656363,0 21.83942235548331,54.64372196423965,0 21.83936537104648,54.64374794540858,0 21.83932747711949,54.64378322946768,0 21.83924501790935,54.64383286358061,0 21.83916881901511,54.64390376892504,0 21.83906362311844,54.64398804393114,0 21.83902526600335,54.64402372482144,0 21.83893869095341,54.64411790887991,0 21.8388969447386,54.64414309262265,0 21.83883251493921,54.64420302672053,0 21.8387616314641,54.64424158847907,0 21.83869062883088,54.64428021499304,0 21.83855512052327,54.64432395651406,0 21.83849993455927,54.64436145368241,0 21.83843854623101,54.64437733724034,0 21.83838016093621,54.64440407284562,0 21.83830557716255,54.64443210349621,0 21.83826018517784,54.64444676347031,0 21.83822791060051,54.64444929485072,0 21.83806063564634,54.64444022132612,0 
									","
										21.83803862098639",54.6444197792987,military unit 83232,Garrison / Unit Base,garrison,[]
